Date,Latitude,Longitude,WS2M,WD2M,T2M,T2M_MAX,T2M_MIN,T2MDEW,RH2M,PS,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DIFF,FIRE
20010623,-107.90611,37.80806,1.23,210.6,18.25,27.41,7.93,-0.74,31.06,74.29,26.43,28.64,9.84,1
20010703,-108.73334,38.65334,1.92,178.5,25.33,34.6,17.23,8.25,38.78,79.21,30.47,29.2,7.08,1
20010705,-106.84474,38.65382,1.86,274,19.52,28.77,11.04,6.44,47.25,73.26,29.26,24.3,11.67,1
20010705,-108.37148,38.07412,1,164.8,19.5,27.39,14.24,6.49,46.75,74.45,31.03,26.36,13.31,1
20010705,-106.65472,38.78055,0.29,173.5,15.04,23.04,6.58,5.3,56.88,69.5,29.26,24.3,11.67,1
20010705,-108.36084,38.06028,1,164.8,19.5,27.39,14.24,6.49,46.75,74.45,31.03,26.36,13.31,1
20010706,-108.325,38.26389,1.49,228.3,26.03,33.6,18.14,5.49,28.48,79.23,30.62,28.85,6.28,1
20010706,-108.19998,38.9,1.79,219,25.06,33.43,16.85,6.09,32.76,78.5,30.62,28.85,6.28,1
20010707,-108.21149,38.9061,1.41,244.2,23.36,29.59,14.91,7.87,39.15,78.64,31.29,23.95,9.14,1
20010707,-108.33862,38.07834,0.98,226,18.99,25.99,10.83,6.97,48.38,74.36,31.29,23.95,9.14,1
20010706,-108.46612,38.35584,2.29,220.3,25.11,33.51,17,5.97,31.68,78.96,30.62,28.85,6.28,1
20010708,-106.29027,38.36917,2.05,106.3,18.02,24.95,11.69,8.12,56.37,71.76,29.09,19.15,8.31,1
20010724,-106.48722,38.785,1.23,295.5,10.9,16.36,6.69,6.29,75.92,69.51,30.16,12.69,10.18,1
20010728,-108.32028,38.07695,0.83,251.2,19.19,28.28,8.53,0.59,35.57,74.44,26.97,29.87,4.88,1
20010801,-106.62222,38.91861,0.19,163.2,11.05,18.5,5.83,6.55,76.85,69.66,30.51,20.29,10.92,1
20010802,-108.44001,38.34528,1.19,183.4,21.55,27.95,13.56,9.08,48.58,79.51,31.94,21.75,10.6,1
20010803,-108.53889,38.53639,1.93,192.7,21.35,27.53,16.76,12.29,58.68,79.28,31.56,20.43,8.19,1
20010811,-108.26056,38.27389,1.16,3.9,20.99,30.23,11.66,6.63,44.8,79.41,28.44,25.3,6.12,1
20010820,-106.80221,38.08389,1.59,235.7,10.39,16.3,5.18,5.15,72.49,70.1,27.89,17.51,9.89,1
20010905,-107.76666,39.06667,0.41,196.7,16.83,25.81,9.21,3.26,45.81,75.26,27.87,19.82,8.25,1
20010909,-108.33528,38.32639,1.18,225.7,12.99,24.32,1.19,-8.55,27,79.26,21.09,26.09,1.81,1
20010918,-108.34306,38.30834,1.08,308,15.14,22.52,8.34,1.9,43.3,79.1,24.03,22.34,3.81,1
20010922,-108.09166,38.15834,0.81,8.1,15.31,22.46,8.34,-3.64,28.31,74.31,25.22,20.98,3.76,1
20011001,-107.80222,37.86167,0.33,257.8,7.99,14.8,0.86,-0.24,60.83,69.7,24.97,14.9,5.58,1
20011016,-107.05527,38.66389,2.43,279,5.95,15.76,-0.75,-10.27,31.09,73.14,21.09,18.2,2.46,1
20011114,-106.55472,38.75194,1.58,80,0.02,5.67,-3.18,-6.07,66.86,68.93,20.76,11.99,3.23,1
20010501,-108.61025,38.74886,3.36,249.8,14.98,24.91,4.68,-1.27,38.15,78.31,24.19,29.53,4.33,1
20020516,-107.54445,38.24222,0.69,255.7,6.6,14.15,-1.97,-10.06,29.93,69,23.75,24.57,10.78,1
20020519,-106.53055,38.38583,1.93,222.8,10.55,18.49,2.37,-5.32,36.48,71.25,25.11,17.42,11.46,1
20020519,-108.1675,38.24723,1.39,170.8,12.99,20.46,4.11,-1.27,41.16,73.89,27.59,22.49,11.44,1
20020519,-108.25111,38.24084,1.39,170.8,12.99,20.46,4.11,-1.27,41.16,73.89,27.59,22.49,11.44,1
20020520,-108.27832,38.20616,1.83,185.8,13.62,21.28,6.21,-2.83,39.63,73.67,26.15,28.63,12.55,1
20020520,-108.48569,38.3921,3.88,187.1,17.95,25.88,9.4,-2.07,32.53,78.37,26.15,28.63,12.55,1
20020531,-107.75082,37.965,0.54,219.9,16.58,25.03,8.1,-5.93,23.73,69.5,24.1,29.04,7.34,1
20020607,-107.98889,39.03945,2.42,226.9,21.79,31.73,10.91,-7.5,14.99,77.91,25.56,30.78,7.19,1
20020607,-108.75223,38.85,3.8,223.6,24.6,34,13.67,-7.04,12.58,80.54,25.3,32.7,4.43,1
20020609,-106.53333,38.80277,3.86,233.9,13.58,24.08,3.47,-5.9,28.96,68.63,22.26,33.58,3.88,1
20020610,-108.00194,39.0375,1.84,271.4,14.45,22.77,5.81,-9.52,20.13,77.92,21.21,34.08,3.07,1
20020621,-106.54444,38.84194,2.04,221,15.19,23.41,6.51,-0.47,38.32,69.63,27.63,23.82,9.29,1
20020623,-108.17862,38.9375,1.95,235.6,22.59,31.81,10.99,-8.86,12.21,78.49,23.94,33.81,3.4,1
20020627,-107.95833,37.89167,0.99,198.5,18.46,27.96,11.33,-1.75,27.28,74.15,27.87,22.16,13.77,1
20020627,-108.33168,38.01167,0.99,198.5,18.46,27.96,11.33,-1.75,27.28,74.15,30.5,20.8,14.53,1
20020702,-108.26501,39.03231,1.73,26.9,26.69,36.42,16.14,-2.5,17.74,78.47,29.79,26.6,11.1,1
20020703,-107.36389,38.13917,0.06,245.1,12.09,21.11,3.64,3.17,60.47,69.62,31.29,16.85,12.24,1
20020704,-108.08667,39.075,0.96,202.6,21.05,27.71,14.16,6.2,42.44,78.34,31.15,19.58,15.23,1
20020708,-106.65834,38.58249,1.81,14.7,18.98,30.21,11.13,6.45,51.21,73.44,28.56,24.76,7.58,1
20020709,-108.43527,38.55361,1.57,93.2,24.13,33.17,16.81,9.07,42.83,79.72,32.22,24.37,11.9,1
20020709,-108.34953,38.07223,0.89,74.1,19.11,25.61,12.57,7.44,49.92,74.68,32.22,24.37,11.9,1
20020709,-106.83584,38.86888,0.24,96.1,14.05,23.76,7.91,5.25,61.62,69.79,28.14,21.05,6.45,1
20020709,-106.47805,38.32917,1.66,57,17.65,24.2,12.61,7.81,55.9,72.07,28.14,21.05,6.45,1
20020710,-108.05083,39.07389,0.98,111.9,23.54,33.69,14.08,7.14,43.05,78.95,30.61,25.62,13.9,1
20020710,-107.11007,38.5425,1.52,104.9,17.69,26.12,11.12,6.86,56.28,73.53,29.86,22.81,9.88,1
20020712,-106.61361,38.86999,0.33,71.9,15.27,26.56,3.61,-4.48,38.36,69.47,24.53,31.86,4.07,1
20020712,-108.43166,38.42167,1.37,11.7,25.85,36.59,14.47,-3.71,19.16,79.27,26.29,32.08,3.64,1
20020714,-106.60139,38.81444,0.12,60.6,14.78,25.68,6.18,-0.25,43.63,69.28,28.56,18.66,10.36,1
20020723,-106.79278,38.69555,1.25,55.3,18.31,26.07,10.79,5.8,49.43,73.41,28.7,23.19,10.22,1
20020721,-108.37446,38.01945,1.14,341.3,19.2,27.07,12.2,3.04,37.57,74.25,28.41,28.75,5.44,1
20020725,-107.36917,38.60194,0.37,255.6,16.65,25.22,10.84,9.75,67.44,74.94,29.89,16.85,10.04,1
20020730,-108.08333,38.2,0.99,351.4,21.25,30.12,13.65,-4.2,20.42,74.32,27.52,29.3,7.96,1
20020805,-107.94416,37.98917,0.88,201,16.35,22.23,10.06,8.24,63.02,74.3,28.74,21.38,12.56,1
20020806,-108.07166,38.2325,0.95,193,14.48,20.26,9.99,8.14,68.5,74.32,30.9,21.27,8.34,1
20020806,-108.26777,38.46667,1.21,205,19.62,25.37,14.71,10.1,57.18,79.37,30.9,21.27,8.34,1
20020807,-107.52,39.07778,0.42,159.9,14.3,21.37,8.47,6.96,64.33,75.74,30.03,16.1,12.29,1
20020807,-107.56806,38.77778,0.42,159.9,14.3,21.37,8.47,6.96,64.33,75.74,30.62,14.95,10.92,1
20020808,-108.08471,38.21167,0.91,228.4,16.65,24.05,7.66,3.38,47.78,74.6,28.62,25.78,7.68,1
20020811,-108.13638,38.34611,1.61,271.6,22.82,32.06,12.8,-5.78,16.99,79.15,24.59,29.96,3.09,1
20020815,-107.7627,39.09604,0.62,205,19.17,28.97,6.35,-7.73,17.22,75.26,23.13,29.71,2.35,1
20020818,-108.38333,38.57361,1.62,247.3,24.81,34.29,16.4,-4.67,14.86,78.91,28.91,22.14,11.03,1
20020819,-106.6325,38.38139,1.98,173.6,16.71,28.01,6.74,-0.36,36.96,72.8,27.37,19.21,7.73,1
20020819,-108.1275,38.10528,1.24,201.6,19.85,28.8,11.85,-1.08,27.05,73.9,29.29,23.27,7.44,1
20020819,-108.07777,38.12612,1.24,201.6,19.85,28.8,11.85,-1.08,27.05,73.9,29.29,23.27,7.44,1
20020820,-106.37916,38.39195,2.62,270.7,12.99,19.54,9.01,6.78,69.45,71.18,29.03,12.61,9.13,1
20020821,-108.17722,38.10917,1.14,213.3,14.09,20.93,8.76,4.08,56.31,74.08,29.17,19.1,11.2,1
20020821,-107.83471,39.08833,1.81,212.4,18.39,26.21,11.13,5.29,48.21,78.32,28.58,15.74,10.99,1
20020822,-108.41806,38.38723,1.59,215.3,19.82,27.96,12.1,1.65,32.24,79.38,27.65,23,7.22,1
20020823,-108.48222,38.4875,2.18,212.9,19.54,27.35,12.29,-2.82,24.62,79.03,26.62,25.18,11.67,1
20020823,-107.28083,38.68528,0.59,214.1,16.35,25.69,8.83,-1.92,33.87,74.75,27.37,22.47,14.24,1
20020831,-107.22833,38.74167,0.72,215.6,16.51,25.66,8.17,0.24,37.65,74.91,27.36,20.45,9.78,1
20020922,-108.42166,38.48723,1.43,257.3,14.82,24.84,6.52,-2.08,37.42,79.4,22.26,23.24,1.85,1
20020706,-108.13473,38.87862,1.3,330.2,23.88,33,13.49,3.66,32.28,78.5,30.11,28.52,7.36,1
20030329,-108.16887,38.44083,1.33,336.9,-1.04,4.48,-6.53,-11.21,46.5,79.6,17.91,23.85,5.24,1
20030526,-108.6,38.73333,1.49,318.1,19.82,28.56,10.25,4.44,41.43,78.81,27.5,28.43,9.55,1
20030527,-108.15611,38.09417,1.05,334.1,18.18,25.52,11.93,3.08,39.16,74.48,26.14,30.93,4.96,1
20030530,-108.31946,37.99167,0.93,213,18.18,25.06,11.75,3.71,41.32,73.99,27.93,29.45,6.79,1
20030531,-107.98943,38.31583,1.19,220.5,21,27.69,14.77,6.74,42.95,78.93,29.23,22.16,8.65,1
20030531,-108.51666,38.72083,1.3,249.4,21.29,28.75,14.43,6.58,42.14,78.65,29.9,22.63,7.34,1
20030531,-106.50833,38.78055,2.11,284.5,9.34,17.17,4.16,3.72,72.67,69.25,27.88,19.82,12,1
20030609,-108.22445,38.98417,1.98,249.6,17.2,26.68,8.5,3.52,45.14,77.91,28.73,23.86,11.07,1
20030617,-106.39944,38.49139,1.48,345.3,12.95,21.86,5.74,2.67,57.28,71.46,26.28,21.48,8.2,1
20030617,-108.27972,38.32223,1.32,274,21.23,29.5,11.47,2.49,31.74,79.13,29.13,21.99,12.96,1
20030618,-108.43112,38.36139,1.54,220.2,18.96,26.28,13.09,5.52,43.59,79.02,30.15,22.21,13.24,1
20030701,-107.73249,37.93611,0.46,219.6,14.91,24.79,5.07,-3.52,32.53,69.61,24.62,29.59,6.46,1
20030704,-107.88472,37.99306,1,352.2,21.16,29.72,12.84,-6.87,16.15,74.17,22.95,31.7,4.4,1
20030704,-108.08834,39.08334,1.56,330.9,23.97,33.58,13.16,-6.72,14.16,78.4,25.25,33.23,3.2,1
20030707,-106.51944,38.60055,2.3,273.2,18.2,27.57,8.55,-5.73,22.21,71.28,25.33,28.23,8.35,1
20030710,-107.87939,37.88167,1.16,35.6,20.3,30.34,10.6,-8.65,15.99,74.54,23.22,33.23,2.78,1
20030713,-108.10889,38.92556,1.63,265.7,26.55,36.15,15.82,-7.08,10.92,78.57,27.76,28.62,10.38,1
20030714,-107.69695,38.12389,0.18,100.5,18.74,27.48,10.77,-2.61,27.38,69.86,29.33,26.11,9.7,1
20030715,-108.21417,38.19695,1.11,188.6,23.26,31.36,15.23,2.48,28.82,74.4,32.78,21.64,13.56,1
20030716,-108.18167,38.07112,0.67,135.4,18.43,24.99,12.89,7.78,52.8,74.6,32.23,23.08,9.82,1
19970629,-108.155,38.29167,1.9,203.8,19.21,28.32,9.21,-5.5,22.55,78.82,24.39,33.79,2.47,1
19970705,-106.50333,38.84166,2.49,293.4,11.58,19.73,2.65,-5.76,32.96,69.5,22.13,29.66,8.62,1
19970705,-106.505,38.84166,2.49,293.4,11.58,19.73,2.65,-5.76,32.96,69.5,22.13,29.66,8.62,1
19970705,-107.05833,38.69,2.46,290.7,15.9,24.16,7.52,-6.5,23.07,72.99,24.67,30,7.7,1
19970708,-106.38666,38.50333,1.21,260.8,15.6,22.04,8.74,-2.33,32.65,71.64,26.05,19.82,13.12,1
19970713,-107.09332,38.84,0.53,286.2,9.82,18.39,-0.43,-4.81,41.76,69.26,22.85,33.5,2.37,1
19970627,-108.355,38.38167,1.68,218.5,20.65,29.66,10.72,0.69,31.83,79.14,27.96,28.73,10.73,1
19970708,-108.26667,38.21667,0.9,180.1,16.13,24.31,6.41,-1.75,33.39,74.3,29.42,29.57,7.7,1
19970622,-108.23334,39.01667,2.11,203,19.67,29.44,9.12,1.12,36.16,78.06,26.49,32.73,3.7,1
19970727,-106.82666,38.055,1.14,182.9,11.85,17.88,6.5,6.63,72.29,70.15,26.77,19.64,18.52,1
19970708,-107.67334,38.06,0.42,149.8,12.56,19.24,5.45,-3.99,34.49,69.72,29.29,25.52,12.83,1
19970720,-107.72665,39.05333,0.25,206.2,17.41,25.23,7.91,3.61,46.27,75.59,27.05,27.32,10.26,1
19970724,-107.49,38.13667,0.36,261.8,13.22,21.99,4.54,0.66,50.44,69.82,27.15,30.24,7.67,1
19970801,-107.39,38.575,0.46,170,18.48,26.41,10.84,5.5,48.1,75.12,27.26,29.71,6.57,1
19970725,-107.43334,38.52778,0.61,176.1,18.65,26.28,10.3,3.16,40.11,74.77,26.98,29.01,8.78,1
19970913,-106.63667,38.99166,0.53,203.2,8.8,17.04,2.68,2.01,67.39,69.21,25.58,17.75,12.37,1
19970911,-108.30834,38.33334,1.42,219,17.59,25.4,10.99,8.64,60.14,78.84,27.36,17.48,11.79,1
19970923,-108.18834,38.955,1.22,3.3,9.97,18.14,2.74,2.02,62.42,78.53,23.1,22.24,4.08,1
19971009,-108.25499,38.42,1.62,194,7.43,18.43,-1.98,-3.67,50.73,79,21.57,19.49,3.39,1
19971009,-108.27666,38.425,1.62,194,7.43,18.43,-1.98,-3.67,50.73,79,21.57,19.49,3.39,1
19971022,-107.23667,38.59167,0.88,239.9,4.41,12.21,-0.36,-6.72,46.39,74.11,20.95,17.35,1.71,1
19981027,-108.68834,38.66667,1.47,186.3,5.71,9.24,2.01,4.15,90.08,78.47,26.04,5.83,6.19,1
19981028,-108.61667,38.73833,2.02,249.6,2.82,9.59,-2.95,-1.81,74.24,78.52,22.13,13.34,8.04,1
19981001,-107.52773,38.83326,0.45,198.4,9.31,17.13,2.07,2.16,65.35,74.85,28.52,10.55,10.01,1
19980629,-107.71444,37.96667,0.49,233,17.13,25.7,9.64,-6.64,20.55,69.66,24.18,33.22,3.87,1
19980630,-106.36999,38.425,1.93,162.3,17.59,26.51,9.22,3.66,47.63,71.57,26.27,25.22,14.84,1
19980713,-106.84001,38.825,0.43,201.8,15.64,23.56,8.86,-2.8,31.89,69.36,26.46,26.22,10.57,1
19980721,-106.54167,38.64,1.63,334,16.65,24.92,8.53,6.7,59.13,71.59,27.91,26.2,7.34,1
19980721,-107.97165,38.26834,1.66,195.3,23.67,31.76,16.62,9.09,41.95,79.23,28.08,28.09,9.12,1
19980724,-108.17722,38.24084,0.75,199,14.25,20.43,8.23,9.84,77.13,74.28,31.56,20.59,16.85,1
19980802,-106.74667,38.82666,0.59,291.5,9.65,15.96,2.61,-0.55,50.23,69.51,27.8,28.64,7.18,1
19980815,-108.38667,38.30834,1.46,251.8,22.96,32.2,13.46,2.05,29.02,79.13,25.81,26.8,11.83,1
19980816,-107.95499,38.285,1.23,230.1,20.61,28.47,13.61,6.1,41.25,79.18,27.65,23.46,15.41,1
19980831,-106.41,38.55333,1.45,110.5,13.13,20.6,6.37,4.51,59.97,71.65,28.79,14.88,9.54,1
19980905,-107.01999,38.93,0.41,318.2,14.13,23.95,7.15,1.81,48.6,69.38,24.96,25.18,5.5,1
19980919,-107.54834,38.18167,0.38,245.6,7.42,17.05,-0.41,-5.59,47.88,68.97,23,23.68,2.88,1
19980921,-107.51167,38.19667,0.22,204,4.32,13.17,-3.21,-7.46,47.05,69.04,23.9,20.7,8.14,1
19980921,-107.42167,38.195,0.22,204,4.32,13.17,-3.21,-7.46,47.05,69.04,23.9,20.7,8.14,1
19980917,-107.58167,39.13,0.55,126.6,15.37,24.51,7.36,0.12,41.47,75.53,22.88,21.54,7.65,1
19980926,-106.77667,38.88666,0.59,237.6,5.26,14.13,-3.42,-7.69,45.25,68.73,20.24,22.15,4.35,1
19980928,-106.75834,38.67999,1.99,277.1,12.96,21.06,6.11,-1.73,38.12,73.02,23.97,17.2,13.72,1
19980516,-107.625,39.16667,0.68,181.6,7.05,17.3,-2.21,-5.66,46.31,75.08,21.52,26.86,10.06,1
19980703,-107.97694,39.10195,2.16,180.3,21.9,30.32,13.5,7.44,43.8,78.41,27.41,28,13.53,1
19840722,-108.24417,38.27167,1.17,201.4,19.77,24.1,15.94,11.68,61,79.2,32.8,17.44,16.17,1
19840722,-108.09777,38.31639,1.17,201.4,19.77,24.1,15.94,11.68,61,79.2,32.8,17.44,16.17,1
19940806,-108.20029,38.95028,1.65,255.7,24.38,33.37,14.37,-3.53,16.89,78.54,30.76,26.6,16.63,1
19940820,-108.61917,38.75194,1,150.7,20.93,28.1,13.77,10.09,55.22,81.2,30.95,19.46,13.84,1
19880808,-108.40832,38.40833,1.57,253.8,19.91,29.11,11.36,-0.73,29.23,79.28,26.26,26.65,13.83,1
19880717,-108.33334,38.30834,1.49,292.1,24.3,33.64,13.44,2.9,30.48,79.37,31.63,22.26,15.06,1
19880726,-108.65834,38.49167,0.99,184.6,22.43,29.2,14.36,7.34,41.84,79.24,31.39,22.49,15.91,1
19880728,-108.31667,38.275,1.2,309,21.57,28.83,13.12,7.57,43.94,79.43,31.69,25.43,16.01,1
19880728,-108.18333,38.20834,0.9,308.9,16.29,22.06,8.72,7.21,57.24,74.42,31.69,25.43,16.01,1
19880728,-108.19167,38.125,0.9,308.9,16.29,22.06,8.72,7.21,57.24,74.42,31.69,25.43,16.01,1
19880729,-108.39165,38.4,1.1,355.7,23.48,31.26,16.03,6.55,36.65,79.39,30.27,24.86,21.56,1
19880731,-108.3,38.26667,1.28,245.3,21.64,28.17,15.08,11.02,54.13,79.18,29.12,27.82,11.18,1
19880802,-108.39998,38.40833,1.05,248.7,22.7,31.47,14.65,7.26,42.53,79.07,31.65,20.59,13.18,1
19880826,-107.54167,39.10334,0.43,202.9,16.63,23.45,10.93,8.65,61.76,75.32,26.36,16.43,9.94,1
19880925,-107.51667,38.13,0.62,226.7,5.67,14.3,-0.36,-6.39,43.96,69.61,20.31,21.24,6.2,1
19881017,-107.31666,38.84167,0.78,220.1,9.09,16.93,1.94,0.08,55.02,75.5,20.58,16.94,3.84,1
19881017,-107.475,39.00833,0.78,220.1,9.09,16.93,1.94,0.08,55.02,75.5,23.13,15.79,5.18,1
19881022,-107.48834,38.18833,0.51,283.3,2.19,11.08,-3.72,-8,49.64,69.1,23.42,15.14,6.74,1
19881023,-108.16666,38.15,1.1,24.4,8.47,16.35,2.14,-5.82,37.22,74,21.92,15.76,3.7,1
19881018,-107.58334,38.19,0.5,263.9,2.91,11.13,-3.44,-2.08,72.07,69.55,21.47,16.36,5.06,1
19881021,-108.38833,38.48834,1.18,138.5,11.58,21.58,3.14,-4.39,36.3,79.22,20.74,16.09,4.31,1
19881022,-108.81202,38.69322,1.92,282.3,9.77,18.83,3.04,-4.85,38.19,78.64,24.73,13.98,9.11,1
19881024,-108.125,39.04167,1.21,261.2,10.34,18.93,2.16,-5.14,35.75,78.3,22.02,14.9,3.47,1
19881106,-108.46666,38.52167,2.56,235.3,6.84,17.21,-0.72,-4.78,46.96,78.34,21.74,10.11,7.12,1
19881108,-107.48333,38.75,0.54,229.7,2.05,8.14,-2.45,-2.27,76.47,74.74,25.03,5.23,5.57,1
20210813,-107.26991,36.99187,0.96,114.3,23.66,32.65,15.52,9.28,46.57,79.2,30.89,23.59,6.23,1
20210426,-105.84091,36.07689,2.18,249.7,10.95,18.76,2.91,-8.71,25.97,74.84,22.83,27.18,8.29,1
20210704,-106.21118,36.40254,0.81,260.2,22.88,33.19,13.03,9.03,52.3,76.45,29.47,28.29,7.51,1
20210721,-107.31031,36.85598,0.93,98.7,22.03,30.77,16.43,13.36,63.6,79.08,31.97,24.83,8.79,1
20210713,-107.23501,36.67166,2.71,201.3,23.6,30.13,18.22,12.73,53.26,80.14,31.76,26.17,10.77,1
20210806,-106.04996,36.48531,2.26,245,21.64,30.32,12.83,6.85,42.39,76.56,27.55,27.11,6.56,1
20210728,-106.07831,36.88101,0.28,210.7,18.38,26.44,11.39,10.34,65.45,73.69,28.7,24.9,7.49,1
20210724,-107.27731,36.82604,1.06,121.5,21.48,29.2,14.79,11.82,60.09,79.09,31.25,19.5,8.65,1
20210804,-107.21313,36.67819,2.08,293.8,22.62,31.57,13.67,7.92,45.95,80.08,28.04,29.45,5.15,1
20210729,-106.17304,36.56101,1.57,173.8,21.6,28.9,15.15,9.75,50.44,76.77,28.86,24.97,8.53,1
20210719,-107.27421,36.83418,0.77,169.7,23.33,29.41,16.62,12.78,56.07,79.4,32.19,27.03,8.26,1
20200510,-106.48139,36.53278,2.18,210.1,11.67,21.66,0.12,-2.38,41.8,76.37,25.52,27.63,7.39,1
20200722,-106.54951,36.32096,1.11,253.2,17.04,22.65,13.27,9.92,65.34,76.59,30.53,16.82,11.77,1
20210727,-106.47721,36.42433,0.81,244.5,19.59,26.18,13.6,11.75,64.17,76.73,29.57,20.83,8.52,1
20200705,-106.37281,36.60351,1.24,348.2,20.34,30.77,10.63,7.13,51.81,76.48,29.65,25.01,7.54,1
20200911,-105.64461,36.63442,1.79,268.9,8.11,17.49,0.85,0.14,63.79,76.16,22.43,23.46,5.08,1
20200815,-105.49909,36.23874,1.25,141.7,18.9,29.6,12.37,8.7,56.73,76.23,28.48,18.06,7.48,1
20200930,-105.65709,36.10959,1.07,61.9,13.6,24.94,4.85,-6.22,27.83,76.15,22.81,21.49,2.56,1
20200728,-105.51251,36.37218,1.38,273.1,18.76,26.72,11.66,10.18,63.02,76.16,29.38,23.42,8.01,1
20200916,-105.69964,36.26901,1.84,62.4,15.4,24.11,8.57,-0.99,37.32,76.46,24.39,21.11,7.13,1
20200429,-106.13413,36.76237,0.64,280.5,11.08,22.24,1.2,-5.04,38.19,73.47,22.35,30.34,3.52,1
20200526,-105.58266,36.31199,1.38,325.1,13.43,23.37,1.75,-3.29,42.04,75.79,23.61,31.03,4.84,1
20200826,-106.02143,36.54341,1.65,240.1,19.45,26.09,14.43,11.36,63.8,76.29,30.53,18.24,5.95,1
20200525,-105.70805,36.06625,0.84,171.1,9.41,16.32,3.95,0.44,58.72,75.43,25.04,24.9,9.43,1
20200825,-105.16281,36.80667,1.17,211.5,20.13,27.78,14.31,7.9,49.52,75.35,28.2,19.82,9.34,1
20200409,-105.78084,36.11214,1.45,221.6,8.97,17.87,1.24,-2.99,48.24,75.42,23.23,24.88,8.09,1
20100814,-106.2333,36.38667,1.63,287.4,20.74,30.28,11.5,1.37,30.69,76.43,26.48,26.97,5.85,1
20100815,-106.2361,36.39306,1.8,178.9,19.84,30.09,10.62,8.56,53.84,76.73,29.99,23.97,6.78,1
20100818,-105.1219,36.77972,1.67,244.5,19.58,26.61,12.9,8.24,51.43,75.48,28.94,23.5,6.68,1
20100823,-106.2588,36.41139,1.27,284.2,19.35,26.4,12.78,11.12,62.56,76.63,29.5,22.63,6.62,1
20100823,-106.2591,36.41139,1.27,284.2,19.35,26.4,12.78,11.12,62.56,76.63,29.5,22.63,6.62,1
20100927,-105.4033,36.3425,1.01,64.7,17.19,28.59,7.66,0.59,38.94,76.22,23.72,22.81,2.1,1
20100928,-105.5383,36.55389,1.22,281.4,17.83,28.07,9.94,1.14,37.22,76.18,24.4,22.11,2.16,1
20101004,-105.4925,36.09583,1.03,239.7,12.33,19.72,7.16,5.24,67.25,75.92,24.43,18.63,5.25,1
20121023,-105.343,36.74861,2.62,244,8.64,18.09,1.76,-3.67,48.01,75.52,21.13,17.97,1.83,1
20121025,-105.2405,36.73694,1.79,271.8,2.81,11.1,-3.21,-12.81,32.61,75.9,18.25,18.06,1.74,1
20110612,-105.5222,36.38139,2.32,229.9,17.22,27.08,6.7,-9.93,17.92,75.72,22.55,32.41,5.26,1
20120527,-105.7097,36.0675,2.41,268.6,9.72,16.85,2.6,-14.24,17.7,75.31,18.8,33.77,3.39,1
20120528,-105.6361,36.11306,1.45,280.8,11.67,21.89,0.98,-11.4,21.46,75.57,20.03,32.76,4.52,1
20120528,-106.2561,36.40222,1.79,276.1,10.78,21.31,0.18,-9.73,26.17,76.17,20.5,32.16,4.66,1
20120528,-105.3961,36.72639,1.74,264,11.56,21.59,1.08,-10.25,23.14,75.78,20.03,32.76,4.52,1
20120530,-106.24,36.39278,1.78,295.9,15.27,25.45,4.07,-8.08,22.99,76.09,22.22,33.15,4.16,1
20000418,-105.62717,36.57502,4.24,233.4,9.09,19.57,0.43,-7.54,33.33,75.4,22.93,27.89,7.57,1
20101116,-106.0075,36.58278,3.06,276.2,-1.29,5.3,-6.88,-6.84,68.89,75.35,19.46,13,3.18,1
20101116,-106.0075,36.58278,3.06,276.2,-1.29,5.3,-6.88,-6.84,68.89,75.35,19.46,13,3.18,1
20100703,-106.1711,36.95444,0.7,239.4,17.23,25.47,10.31,4.5,52.72,72.97,30.62,24.75,9.84,1
20100703,-106.1844,36.595,2.13,240.7,19.98,28.62,13.09,7.57,54.11,76.01,30.62,24.75,9.84,1
20100703,-106.1913,36.5925,2.13,240.7,19.98,28.62,13.09,7.57,54.11,76.01,30.62,24.75,9.84,1
20100704,-106.24,36.71,1.86,267.2,18.4,27.82,8.43,-3.26,29.78,76.04,23.82,33.33,3.18,1
20100704,-105.473,36.05222,1.42,270.3,18.63,28,10,-2.02,33.53,75.47,23.53,33.38,2.88,1
20060528,-105.433,36.69722,3.33,234.7,14.55,22.81,5.73,-4.23,29.61,75.35,22.97,31.05,6.03,1
19960518,-106.67059,36.44501,2.35,263.2,17.8,26.6,7.76,-3.71,25.55,76.89,24.36,31.56,3.03,1
20091003,-106.7938,36.24944,1.58,250.7,9.57,18.03,0.37,-8.2,29.79,77.01,20.78,21.9,2.12,1
20091019,-106.7722,36.19778,2.11,258.6,12.38,20.2,6.89,0.65,49.26,77.47,23.77,16.6,3.98,1
19950707,-106.67889,36.44502,1.52,184.1,21.3,31.14,10.2,3.03,35.32,77.81,27.64,28.57,15.17,1
19960705,-105.40057,36.3167,1.17,231.7,23.34,31.27,14.92,8.11,42.2,76.02,29.23,25.18,13.36,1
20160704,-106.19972,36.58639,2.07,282.9,19.5,27.87,10.03,3.77,39.35,76.56,26.92,30.6,5.21,1
20160710,-105.45472,36.18028,1.85,263.5,21.93,30.2,13.49,2.3,29.39,75.72,27.19,29.34,7.35,1
20160530,-106.25028,36.39889,1.61,264.8,14.75,23.87,6.06,-4.29,30.91,76.12,24.19,28.22,8.83,1
20160621,-105.63889,36.11333,1.07,231.6,22.35,31.44,12.15,6.05,39.04,76.21,29.48,27.12,5.37,1
